# Baseline Results (Up to date)
# 597 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
89.865,138.614,138.614,-5.864,6.141,0.025,0.682,-134.274,0.002,134.274,270.001,1.823,0.682,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.223,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.23,90,14.099,996.993,0.001,339.843,0.017,4.894e5,6.604,34.253,0.299,0.054,7.964e-4
90.165,136.859,136.859,-5.856,6.197,-0.017,0.323,-134.851,0.002,134.851,270.001,2.027,0.323,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.185,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.22,90,14.11,997.199,0.001,339.85,0.017,4.879e5,6.604,34.253,0.3,0.054,8.06e-4
90.464,135.103,135.103,-5.861,6.234,0.006,0.438,-135.473,0.002,135.473,270.001,2.123,0.438,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.202,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.862,90,14.122,997.405,0.001,339.857,0.017,4.886e5,6.604,34.253,0.299,0.054,8.118e-4
90.764,133.349,133.349,-5.859,6.189,-0.008,0.077,-136.089,0.001,136.089,270.001,1.992,0.077,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.188,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.947,90,14.133,997.61,0.001,339.864,0.017,4.88e5,6.604,34.253,0.299,0.054,8.045e-4
91.063,131.594,131.594,-5.862,6.184,0.009,0.399,-136.682,0.001,136.682,270.001,1.969,0.399,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.203,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.731,90,14.145,997.816,0.001,339.871,0.017,4.887e5,6.604,34.253,0.299,0.054,8.036e-4
91.362,129.84,129.84,-5.859,6.144,-0.005,0.162,-137.253,0.001,137.253,270.001,1.85,0.162,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.19,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.947,90,14.156,998.022,0.001,339.877,0.017,4.882e5,6.604,34.253,0.299,0.054,7.972e-4
91.662,128.086,128.086,-5.86,6.16,0.001,0.129,-137.814,0.001,137.814,270.001,1.898,0.129,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.194,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.976,90,14.167,998.228,0.001,339.884,0.017,4.884e5,6.604,34.253,0.299,0.054,7.998e-4
91.961,126.332,126.332,-5.86,6.172,0.002,0.156,-138.388,0.001,138.388,270.001,1.937,0.156,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.195,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.031,90,14.179,998.433,0.001,339.891,0.017,4.884e5,6.604,34.253,0.299,0.054,8.017e-4
92.26,124.578,124.578,-5.86,6.186,0.002,0.169,-138.975,0.001,138.975,270.001,1.984,0.169,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.195,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.883,90,14.19,998.639,0.001,339.898,0.017,4.884e5,6.604,34.253,0.299,0.055,8.041e-4
92.56,122.825,122.825,-5.859,6.17,0.001,0.135,-139.561,0.001,139.561,270.001,1.933,0.135,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.194,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.853,90,14.202,998.845,0.001,339.905,0.017,4.884e5,6.604,34.253,0.299,0.055,8.014e-4
92.859,121.073,121.073,-5.859,6.157,0.001,0.086,-140.133,0.001,140.133,270.001,1.893,0.086,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.193,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.842,90,14.213,999.05,0.001,339.912,0.017,4.884e5,6.604,34.253,0.299,0.055,7.993e-4
93.158,119.32,119.32,-5.858,6.149,0.004,0.232,-140.695,0.001,140.695,270.001,1.867,0.232,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.197,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.728,90,14.224,999.256,0.001,339.919,0.017,4.886e5,6.604,34.253,0.299,0.055,7.98e-4
93.457,117.568,117.568,-5.857,6.127,0.005,0.354,-141.243,0.001,141.243,270.001,1.797,0.354,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.2,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.586,90,14.236,999.461,0.001,339.926,0.017,4.887e5,6.604,34.253,0.299,0.055,7.944e-4
93.756,115.816,115.816,-5.856,6.095,-0.005,0.068,-141.765,0.001,141.765,270.001,1.692,0.068,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.19,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.733,90,14.247,999.667,0.001,339.933,0.017,4.884e5,6.604,34.253,0.299,0.055,7.893e-4
94.055,114.064,114.064,-5.857,6.102,0.002,0.077,-142.274,0.001,142.274,270,1.712,0.077,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.194,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.666,90,14.259,999.872,0.001,339.94,0.017,4.886e5,6.604,34.253,0.299,0.055,7.904e-4
94.354,112.313,112.313,-5.856,6.095,0.003,0.175,-142.783,0.001,142.783,270,1.689,0.175,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.195,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.585,90,14.27,1000.078,0.001,339.947,0.017,4.886e5,6.604,34.253,0.299,0.055,7.892e-4
94.653,110.562,110.562,-5.856,6.08,0.006,0.329,-143.28,0.001,143.28,270,1.637,0.329,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.2,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.834,90,14.281,1000.283,0.001,339.953,0.017,4.888e5,6.604,34.253,0.299,0.055,7.868e-4
94.952,108.811,108.811,-5.854,6.106,0.023,0.724,-143.784,0.001,143.784,270,1.735,0.723,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.224,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.167,90,14.293,1000.488,0.001,339.96,0.017,4.898e5,6.604,34.253,0.299,0.055,7.911e-4
95.251,107.062,107.062,-5.847,6.164,-0.022,0.23,-144.335,0.001,144.335,270,1.952,0.229,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.18,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.089,90,14.304,1000.693,0.001,339.967,0.017,4.881e5,6.604,34.253,0.299,0.055,8.009e-4
95.551,105.31,105.31,-5.854,6.192,-2.878e-4,0.123,-144.93,0.001,144.93,270,2.02,0.123,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.193,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.947,90,14.315,1000.899,0.001,339.974,0.017,4.886e5,6.604,34.253,0.299,0.055,8.053e-4
95.85,103.56,103.56,-5.854,6.181,0.003,0.211,-145.528,0.001,145.528,270,1.983,0.211,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.196,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.858,90,14.327,1001.104,0.001,339.981,0.017,4.888e5,6.604,34.253,0.299,0.055,8.034e-4
96.149,101.811,101.811,-5.853,6.16,5.693e-4,0.155,-146.112,0.001,146.112,270,1.92,0.155,28.61,-80.601,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.194,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.828,90,14.338,1001.309,0.001,339.988,0.017,4.887e5,6.604,34.253,0.299,0.055,8e-4
96.447,100.061,100.061,-5.853,6.145,0.004,0.281,-146.679,0.001,146.679,270,1.874,0.281,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.198,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.042,90,14.35,1001.514,0.001,339.995,0.017,4.889e5,6.604,34.253,0.299,0.055,7.976e-4
96.746,98.312,98.312,-5.851,6.17,-0.002,0.127,-147.251,0.001,147.251,270,1.958,0.127,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.192,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.034,90,14.361,1001.72,0.001,340.002,0.017,4.887e5,6.604,34.253,0.299,0.055,8.017e-4
97.045,96.564,96.564,-5.852,6.183,7.786e-4,0.003,-147.842,0.001,147.842,270,1.996,0.003,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.193,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.995,90,14.372,1001.925,0.001,340.009,0.017,4.888e5,6.604,34.253,0.299,0.055,8.038e-4
97.344,94.815,94.815,-5.852,6.182,0.032,0.775,-148.438,9.771e-4,148.438,270,1.995,0.774,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.232,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.534,90,14.384,1002.13,0.001,340.015,0.017,4.903e5,6.604,34.253,0.299,0.055,8.037e-4
97.643,93.068,93.068,-5.842,6.103,-0.029,0.032,-148.999,9.525e-4,148.999,270,1.764,0.015,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.174,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.773,90,14.395,1002.335,0.001,340.022,0.017,4.881e5,6.604,34.253,0.299,0.055,7.91e-4
97.942,91.319,91.319,-5.851,6.112,0.043,0.91,-149.528,9.285e-4,149.528,270,1.768,0.909,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.247,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.309,90,14.406,1002.54,0.001,340.029,0.017,4.91e5,6.604,34.253,0.299,0.055,7.922e-4
98.241,89.573,89.573,-5.838,6.184,-0.028,0.493,-150.096,9.055e-4,150.096,270,2.04,0.493,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.183,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.334,90,14.418,1002.745,0.001,340.036,0.017,4.885e5,6.604,34.253,0.299,0.055,8.044e-4
98.54,87.825,87.825,-5.846,6.242,-0.01,0.143,-150.729,8.821e-4,150.729,270,2.187,0.142,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.187,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.102,90,14.429,1002.95,0.001,340.043,0.017,4.887e5,6.604,34.253,0.299,0.055,8.136e-4
98.839,86.077,86.077,-5.849,6.23,0.002,0.182,-151.376,8.573e-4,151.376,270,2.144,0.182,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.195,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.036,90,14.44,1003.155,0.001,340.05,0.017,4.89e5,6.604,34.253,0.299,0.055,8.116e-4
99.137,84.33,84.33,-5.848,6.211,-8.272e-5,0.004,-152.009,8.314e-4,152.009,270,2.09,0.004,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.192,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.088,90,14.452,1003.359,0.001,340.057,0.017,4.889e5,6.604,34.253,0.5,0.055,8.084e-4
99.637,81.406,81.406,-5.848,6.21,0.003,0.108,-153.053,7.876e-4,153.053,270,2.088,0.108,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.195,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.153,90,14.471,1003.702,0.001,340.068,0.017,4.891e5,6.604,34.253,0.299,0.055,8.083e-4
99.936,79.66,79.66,-5.847,6.22,0.003,0.22,-153.681,7.616e-4,153.681,270,2.12,0.22,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.196,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.989,90,14.482,1003.907,0.001,340.075,0.017,4.891e5,6.604,34.253,0.299,0.055,8.1e-4
100.235,77.915,77.915,-5.846,6.197,0.028,0.759,-154.304,7.355e-4,154.304,270,2.054,0.758,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.229,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.506,90,14.494,1004.112,0.001,340.082,0.017,4.905e5,6.604,34.253,0.299,0.055,8.063e-4
100.533,76.171,76.171,-5.838,6.268,-0.028,0.031,-154.951,7.094e-4,154.951,270,2.281,0.013,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.175,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.273,90,14.505,1004.316,0.001,340.089,0.017,4.884e5,6.604,34.253,0.299,0.055,8.181e-4
100.832,74.424,74.424,-5.846,6.274,0.004,0.234,-155.633,6.829e-4,155.633,270,2.277,0.234,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.197,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.138,90,14.516,1004.521,0.001,340.096,0.017,4.893e5,6.604,34.253,0.298,0.055,8.188e-4
101.131,72.679,72.679,-5.845,6.248,0.026,0.73,-156.302,6.555e-4,156.302,270,2.207,0.73,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.226,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.773,90,14.528,1004.726,0.001,340.103,0.017,4.904e5,6.604,34.253,0.298,0.055,8.146e-4
101.429,70.936,70.936,-5.837,6.167,-0.025,0.054,-156.928,6.278e-4,156.928,270,1.989,0.047,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.177,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.018,90,14.539,1004.93,0.001,340.109,0.017,4.885e5,6.604,34.253,0.299,0.056,8.017e-4
101.728,69.19,69.19,-5.845,6.178,0.002,0.096,-157.525,6.009e-4,157.525,270,2.003,0.096,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.194,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.061,90,14.55,1005.135,0.001,340.116,0.017,4.892e5,6.604,34.253,0.298,0.056,8.033e-4
102.026,67.447,67.447,-5.844,6.187,0.009,0.382,-158.127,5.751e-4,158.127,270,2.032,0.382,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.203,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.26,90,14.562,1005.34,0.001,340.123,0.017,4.896e5,6.604,34.253,0.298,0.056,8.048e-4
102.325,65.703,65.703,-5.841,6.223,-0.003,0.218,-158.75,5.496e-4,158.75,270,2.146,0.218,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.192,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.277,90,14.573,1005.544,0.001,340.13,0.017,4.892e5,6.604,34.253,0.298,0.056,8.107e-4
102.623,63.96,63.96,-5.842,6.247,-8.068e-4,0.024,-159.4,5.239e-4,159.4,270,2.211,0.024,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.192,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.197,90,14.584,1005.749,0.001,340.137,0.017,4.892e5,6.604,34.253,0.298,0.056,8.146e-4
102.921,62.216,62.216,-5.843,6.245,0.007,0.333,-160.059,4.975e-4,160.059,270,2.204,0.333,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.201,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.006,90,14.596,1005.953,0.001,340.144,0.017,4.896e5,6.604,34.253,0.298,0.056,8.142e-4
103.22,60.474,60.474,-5.841,6.208,-0.002,0.183,-160.701,4.706e-4,160.701,270,2.105,0.183,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.192,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.996,90,14.607,1006.157,0.001,340.151,0.017,4.893e5,6.604,34.253,0.298,0.056,8.083e-4
103.518,58.731,58.731,-5.841,6.191,-6.485e-5,0.028,-161.321,4.438e-4,161.321,270,2.05,0.028,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.193,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.067,90,14.618,1006.362,0.001,340.158,0.017,4.893e5,6.604,34.253,0.5,0.056,8.054e-4
104.018,55.81,55.81,-5.841,6.195,0.005,0.189,-162.35,3.999e-4,162.35,270,2.064,0.189,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.197,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.177,90,14.637,1006.704,0.001,340.169,0.017,4.895e5,6.604,34.253,0.298,0.056,8.062e-4
104.316,54.069,54.069,-5.84,6.213,0.003,0.249,-162.974,3.743e-4,162.974,270,2.12,0.249,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.196,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.269,90,14.649,1006.909,0.001,340.176,0.017,4.895e5,6.604,34.253,0.298,0.056,8.091e-4
104.615,52.327,52.327,-5.839,6.238,-0.001,0.053,-163.617,3.485e-4,163.617,270,2.195,0.053,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.192,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.226,90,14.66,1007.113,0.001,340.183,0.017,4.894e5,6.604,34.253,0.298,0.056,8.132e-4
104.913,50.586,50.586,-5.839,6.244,0.004,0.221,-164.274,3.222e-4,164.274,270,2.21,0.221,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.197,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.079,90,14.671,1007.317,0.001,340.19,0.017,4.896e5,6.604,34.253,0.298,0.056,8.142e-4
105.211,48.845,48.845,-5.838,6.22,9.008e-5,0.139,-164.923,2.954e-4,164.923,270,2.145,0.139,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.193,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.062,90,14.683,1007.521,0.001,340.196,0.017,4.895e5,6.604,34.253,0.5,0.056,8.103e-4
105.711,45.926,45.926,-5.838,6.196,0.002,0.039,-165.978,2.503e-4,165.978,270,2.075,0.039,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.194,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.052,90,14.701,1007.864,0.001,340.208,0.017,4.895e5,6.604,34.253,0.298,0.056,8.064e-4
106.009,44.186,44.186,-5.838,6.192,0.002,0.005,-166.595,2.239e-4,166.595,270,2.063,0.005,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.194,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.067,90,14.713,1008.068,0.001,340.215,0.017,4.895e5,6.604,34.253,0.298,0.056,8.057e-4
106.307,42.446,42.446,-5.837,6.192,0.004,0.222,-167.21,1.978e-4,167.21,270,2.065,0.222,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.197,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.933,90,14.724,1008.272,0.001,340.222,0.017,4.897e5,6.604,34.253,0.298,0.056,8.058e-4
106.605,40.707,40.707,-5.836,6.169,-8.98e-4,0.016,-167.815,1.72e-4,167.815,270,1.999,0.016,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.192,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.009,90,14.735,1008.476,0.001,340.229,0.017,4.895e5,6.604,34.253,0.298,0.056,8.021e-4
106.903,38.967,38.967,-5.836,6.171,0.003,0.167,-168.412,1.465e-4,168.412,270,2.003,0.167,28.61,-80.602,NaN,NaN,NaN,NaN,62.306,89.978,632.429,107.52,0.102,7.743e-4,9.792,0,77.987,-11.809,0,0,6.195,86.982,0,86.982,0,86.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.104,90,14.747,1008.68,0.001,340.235,0.017,4.897e5,6.604,34.253,0.298,0.056,8.023e-4
